Full Unit Repair for HP 14 G1,B140XTN03.6-HW:2A-FW:1,LTN140AT28-D01,B140XTN03.6-HW:1A-FW:1,769726-001,769725-001,708231-281,DD0Y01LC011,740145-001,740147-001,740172-001,743681-001,34Y01TSTP00,769728-001,738392-002,738392-005,738075-421,A2304XL,740148-001,676786-001,676786-005,740154-001,740151-001,HP-14G1-TOUCHPAD
Full Unit Repair for HP 14 G3,788509-001,N140BGA-EA3REV.C1,N140BGE-EA3-REV.C1(T/B),LP140WH8-TPD2,N140BGE-E33-REV.C2,788508-001,B140HTT01.0-HW:1A/FW:1,788507-001,788505-001,834905-001,788506-001,787736-001,787709-001,DD0Y09LC010,DD0Y09LC000,787710-001,787712-001,787713-001,HP-14-G4-LCD,N140BGE-E33-REV.C3,N140BGE-E33-REV.C1,LP140WH8-TPH2,N140BGE-E33,788511-001,788503-001,774159-001,790635-001,787723-001,787716-001,HP14-G3-TP-CABLE,787714-001
Full Unit Repair for HP 14 G4,834907-001,834912-001,834908-001,834909-001,834913-001,834906-001,816609-005,BU03XL,841638-001,830873-001,834910-001,830870-001
Full Unit Repair for HP 14 G5,NT140WHM-N41,N140BGN-E42REV.C2,L14347-001,L14338-001,L15395-001,DD00G3CM002,L14332-001,L14335-001,L14333-001,L14355-001,AG-14G5-PR00,L14356-001,L14329-001,L14353-001,L14358-001,L14331-001
Full Unit Repair for Lenovo 100E,N116BGE-EA2REVC.4,5CB0R07045,5C20R07049,5C10R07027,5B30R07041,5H50R07048,5CB0R07036,5CB0T79741,5CB0T79741-RECL,5B10Q13163,5B10S73396,5C50R07030,5B40T70716,5SB0Q79732,5SB0T45109,5CB0R07037,5CB0T70809,5CB0T70809-RECL,SW10H24548,01AX768
Full Unit Repair for Lenovo 100E Gen 2,N116BCA-EA1-REVC.1,N116BCE-EA1-REVC.1,NT116WHM-N42,B116XTN02.3-HW:2C/FW:0,5CB0T70806,5C20T77524,5C10T70808,5B30T70505,5H50T70508
Full Unit Repair for Lenovo 100S,5D10H11015,5CB0K11767,5B30K11763,5H50K11769,5C10K11772,5C20K11765,5CB0K04630,5T60K11766,5SB0K11764,5B10J46560,5C10K11770,5C50K13759,5CB0K11774
Full Unit Repair for Lenovo 300E,5D10Q93993-WITHLVDS,5D10Q93993,5C20Q94010,5CB0Q94001,5CB0Q94003,5C10Q93986,5H50Q93990,5CB0Q93995,5CB0Q93982,5SB0Q93988,5A50Q94004
Full Unit Repair for Lenovo 300E Gen 2,5D10N24832,AG-300EG2T-LC00,5C20T79479,AG-300EG2T-TC00,5CB0U63947,5CB0T45070,AG-300EG2T-HC00,5C10T95191,5H50T95189,AG-300EG2T-HG00,5CB0T95165,AG-300EG2T-PR00,5CB0T95166,AG-300EG2T-BC00,5B10T36867,AG-300EG2T-BT00,AG-300EG2T-SP00,5C50T95169,AG-300EG2T-PW00,5B20T95190,5B20T95190-EXCHANGE
Full Unit Repair for Lenovo 500E,5D10Q79736,5C20Q79760,5CB0Q79752,5C10Q79748,5H50Q79755,5CB0Q79742,5CB0Q79737,5CB0Q79740,5C20Q79738,5C50Q79756,L17M3PB0,SB10W67164
Full Unit Repair for Lenovo 11E G1,00HW238,00HW165,00HW167,00HW173,00HW174,00HW450,00HW232,00HT287,00HW190,00HW178,00HN302,00HW161,38LI5TALV10,00HW171,37LI5BALV00,00HW172,04X6260,00HW186,45N1749,00HW183,00HW181,01AY701,LENOVO-11E-GEN1-TP-CABLE
Full Unit Repair for Lenovo 11E G3,01AW092,01AV973,01AW189,01AW192,01AV987,01AV988,01AV980,01AV979,00HN347,01AV970,01AW353,01AV760,01HY621,00HW044,01AV989,01LV970,00JT469,01AV977,01AV976
Full Unit Repair for Lenovo 11E G4,01HY392,01HY400,01HY396,00HW399,01HY393,01HW903,01HW906,01HY424,01HY405,00JT535,01HY403,01HY394,01AV443,01HY402,01HY395
Full Unit Repair for Lenovo N20,5CB0G15042,5C10G15008,5B30G15010,5CB0G15026,5H50G15024,5C20G15029,25216074,25216099,5CB0G15038,121500254,L13M6P61,121500255,5C10G15004,5CB0G15013,20200606,5B40G15032,5C50G15020,5SB0G15017
Full Unit Repair for Lenovo N20P,5D10G15045,5CB0G15019,5H50G15014,5CB0G15039
Full Unit Repair for Lenovo N21,5CB0H70357,34NL6LC0050,5B30H70349,35NL6LB0030,5H50H70346,5C20H70344,5C10H71607,DDNL6LLC031,DDNL6LLC020,37NL6TC0040,5CB0H70355,5CB0H70354,3INL6BA0020,5B10H33230,L14C3P60,5B10H45092,5B10K10155,L14M3P23,3LNL6SA0000,5F40H70492,5C50H70342,5C10H70350,DD0NL6AD000,CTL.NL6.DCIN,N21-TOUCHPAD
Full Unit Repair for Lenovo N22,5D10K85106,LP116WH8-SPA1,KL.11605.039,LP116WH8-SPC1,KL.11608.006,5D10M56008,5CB0L13233,AG-N22-TC00,5B30L13244,5B30L85299,5C10L13235,5C10L71643,DDNL6TLC011,5C20L13236,5H50L13241,5CB0L02103,37NL6TC0090,5CB0L13240,5B10K88047,5B10K88049,L15L3PB1,5B10K88048,L15M3PB1,5C10L16464,5SB0L13237,DANL6LPPI6B0,DANL6LPI6B0,5F40L13234,5B20L20420
Full Unit Repair for Lenovo N23,B116XAK01.0-HW:1A/FW:1,LP116WH8-SPC2-D,5CB0N00707,5H50N00716,5B30N00700,5C10N00701,5C10N00695,DDNL6ELC111,5C20L85359,5CB0N00717,5CB0N00710,5C50N00699,5SB0N00715,LENOVO-N23-TP-CABLE,5C10M14090
Full Unit Repair for Lenovo N23 Yoga,5D68C07628,5D68C09575,5C28C07629,5S58C07634,5SR8C07631,5MO8C07632,5C18C07636,5O28C07725,5SB8C07630,SB18C15129,5S58C07635,5P68C07640,5T58C07633
Full Unit Repair for Lenovo N42,NT140WHM-N41,5D10L60142,B140XTK01.0-HW:6A/FW:1,5CB0L85353,5B30L85352,35NL7LBLV00,35NL7LBV10,5C10L85362,DD0NL7LC002,DDNL7TLC001,5H50L85358,5CB0L85364,5CB0L85357,5SB0L85356,5C50L85365
Full Unit Repair for Lenovo X131E,B116XW03V.1-HW:0A/FW:0,B116XW03V.1HW:0AFW:1,B116XTN04.0-HW:1A/FW:2,B116XW03V.1-HW:0A/FW:1,B116XW03V.1-HW:0B-FW:1-A,04W3865,04W3863,04W3870,04W3871,04W3872,04W3868,04Y1855,00HM251,04W3674,04Y1855-NO-TOUCHPAD,04X0257,04X0258,MP-10M83US-9205,04W3873,00HM197-WITHDCJACK,00HM197,00HM199,04W3862,0A36292,45N1059,45N1060,45N1063,45N1062,45N1058,45N1061,45N1176,04W3558,04W3558-X,04W3876,04W3875,X131E-RUBBERFEET,04Y2096,04W3860,03X6561,0A65723,DAQLI3IB8C0
Full Unit Repair for Samsung XE303C12,N116BGE-L32REV.C2,N116BGE-L32REVC.2,NT116WHM-N10-SAM,B116XW03V.1-HW:0B-FW:1,BA75-04167A,BA75-04169A,BA75-HINGECOVER,BA59-03387A,BA39-01262A,BA61-01853A,BA61-01854A,BA75-04170A,BA75-04168A,BA75-RUBBERFEET,BA75-SSDCOVER,BA39-01263A,BA43-00355A,AA-PBZN2TP,BA43-00370A,BA41-02063A,20-VM173-P3,BA92-11236A,XE303-TOUCHPADSTICKER
Full Unit Repair for Samsung XE500C12,B116XTN01.0-HW:5A/FW:0,BA96-06947A,BA94-00033A,BA98-00558A,BA97-07245A,BA98-00557A,AG-XE500C12-TC00R,BA59-03975A,BA39-01366A,BA98-00449A,BA98-00450A,SAMSUNG-XE500C13-LCD,BA94-00039A,BA98-00560A,AG-XE500C12-PR00R,BA97-07248A,BA98-00561A,AG-XE500C12-BT00,BA92-14224A,BA96-06804A,BA96-06804B
Full Unit Repair for Samsung XE500C13,BA98-00751A,BA98-00601A,BA94-00071A,BA96-06994A,BA39-01382A,BA98-00611A,BA98-00612A,BA98-00766A,BA98-00603A,BA94-00074A,BA98-00759A,BA94-00073A,BA43-00373A,AA-PBUN2TP,BA92-15863A,BA41-02456A,BA96-06991A
Full Unit Repair for Samsung XE500C21,LTN121AT11-801,LTN121AT11-803,BA59-03012A,BA75-03051A,BA75-03190B,BA75-03624A,BA75-03190A,BA59-03018A,BA39-01068A,BA61-01429A,BA61-01430A,BA75-03065A,BA75-03052B,BA75-03196A,BA75-03533A,BA75-03196B,BA75-03052A,BA92-07818A,BA92-08331A,BA41-01550A,BA92-08331B,BA59-03054A,SDSA4DH-016G,BA42-00311A,BA43-00306A,BA92-09334A,BA92-08315A,BA92-08314A
Full Unit Repair for Samsung XE503C12,BA98-00265A,BA98-00264A,BA97-07005A,BA59-03837A,BA39-01338A,BA98-00225A,BA98-00226A,BA59-03897A,BA96-06861A,BA98-00268A,BA97-07009A,BA92-14399A,BA41-02458A
Full Unit Repair for Acer C710,B116XW03V.2-HW:1B/FW:1,B116XW03V.2-HW:0B/FW:1,B116XW03V.2-HW:1A/FW:0,AP0VF000100,60.SH7N2.003,AP0RO000220,60.SGYN2.008,NC.21411.00V,DC02001SB10,AM0RO000500,AM0RO000500-X,AP0RO000370,KT.00603.005,AL12X32,KT.00407.002,KT.00403.004,AL12B31,AL12A31,AL12B32,AK.004BT.098,KT00403004,ap0ro000400,60.SGYN2.002,AP0SU000500,60.SGYN2.009,KN.16G0D.004,ACR256X64D3S,EBJ20UF8BDU0-GN-F,KN.2GB07.008,PK23000JD00,DC28000BPA0,LS-8942P,AR5B22,28E347F56713
Full Unit Repair for Acer C720,60.SHEN7.003,60.SHEN7.003-X,ZYU40ZHNLCTN,ZYU39ZHNLCTN,ZYU4DZHNLCTN,ZYU39ZHLLCTN,CB-C720-2827-TOP-COVER,60.SHEN7.004,ZYU38ZHNLBTN,ZYU4EZHNLBTN,CB-C720-2827-BEZEL,NC.21411.024,DD0ZHNLC040-REV.3B,50.SHEN7.004,DDZHNBLC000,DD0ZHNLC001,CB-C720-2827-LCD-CABLE,FBZHN004010,FBZHN013010,FBZHN003010,GYI-L/FBZHN004010,FBZHN005010,FBZHN014010,GYI-R/FBZHN005010,60.SHEN7.006,ZYU47ZHNTATN,CB-C720-2827-TOPCASE,ZYU3BZHNTCTN,60.SHEN7.002,ZYUEAZHN00701,CB-C720-2827-BOTTOM-CASE,ZYU37ZHNBATN,ZYUEAZHN00270,KT.00303.011,AP13J4K,KT.00303.014,CB-C720-2827-BATTERY,KT.00304.001,AP13J3K,AC-C720-DCIN,KN.16G07.006,SNS4151S3/16GB,SNS4151S3,3VZHNSATN30,23.SHEN7.001,EF40050S1-C130-S99,DA0ZHNTHAD0,720/720P-TOUCHPAD,42.EF2N7.001
Full Unit Repair for Acer C720P,6M.MJAN7.001,6M.MJAN7.001-X,6M.MKEN7.001,6M.MKEN7.001-X,EAZHN006020,ACC720PDIG,EAZHN006010,ACC720PDIGW,DDZHNALC020,50.MJAN7.001,DDZHNALC020-REV.3B,60.MJAN7.001,60.MKEN7.010,FBZHN018010,FBZHN019010,60.SHEN7.006-PLASTICS,60.MKEN7.001,60.MKEN7.001-X,ZYU47ZHNPATN,60.MKEN7.009,ZYUEAZHN0070,60.MKEN7.009-X
Full Unit Repair for Acer C740,60.EF2N7.002,60.EF2N7.003,NC.21411.02V,33.EF2N7.001,FBZHN026010,33.EF2N7.002,FBZHN025010,60.EF2N7.021,EAZHN010010,60.EF2N7.001,56.EF2N7.SV1,C740-TOUCHPAD,740-TOUCHPAD,56.EF2N7.001,60.EF2N7.004,KN.16G07.010
Full Unit Repair for Acer CB5-311,B133HTN01.1-HW:1A/FW:1,B133HTN01.1-HW:0A/FW:1,B133HTN01.1-HW:2A/FW:1,KL.13305.021,N133BGE-EAB-REV.C1,M133NWN1.R3-HW:1.2-FW:0.0,M133NWN1.R3-HW:4.C-FW:0.1,60.MPRN2.014,AP176000200,60.MPRN2.015,AP176000700,DC020021200,50.MPRN2.006,33.MPRN2.002,57.MPRN2.001,60.MPRN2.001,56.MPRN2.001,50.MPRN2.003,DC30100TB00,55.MPRN2.001,60.MPRN2.013,23.MPRN2.002,23.MPRN2.003,AT1760020A0
Full Unit Repair for Acer R751T,6M.GPZN7.001-NOFRAME/PCB,23.GHPN7.002,50.GPZN7.007,33.GPZN7.002,33.GPZN7.001,60.GPZN7.001,KS.0HD05.002,KS.05M05.001,6B.GPZN7.019,56.GPZN7.001,KT.00204.006,55.GPZN7.001,60.GPZN7.002,6M.GPZN7.001,55.GPZN7.002,NB.GNJ11.002,7265NGW,23.GPZN7.001
Full Unit Repair for Acer C810,60.G14N2.002,60.G14N2.003,23.MPRN2.001,6B.G14N2.001,56.G14N2.001,AC14B8K,KT.0040G.002,KT.0040G.004,60.G14N2.001,50.MPRN2.001
Full Unit Repair for Acer C738T,6M.G55N7.001,6M.G55N7.002,60.G55N7.001,55.G55N7.003,50.G55N7.006,23.G55N7.002,33.G55N7.002,33.G55N7.001,NC.21411.03T,50.G55N7.001,6B.G55N7.016,56.G55N7.001,60.G55N7.002,23.G55N7.001,KI.STN01.008,55.G55N7.002,KT.00303.017,KT.00305.004,AC15A3J,55.G55N7.001
Full Unit Repair for Acer C731T,KS.0HD0Q.002,50.GM9N7.005,60.GM9N7.001,60.GM9N7.002,33.GM9N7.002,33.GM9N7.001,KT.0030G.015,50.GM9N7.002,56.GM9N7.001,55.GM9N7.001,60.GM9N7.003,6B.GM9N7.017,23.GM9N7.001
Full Unit Repair for Acer C731,N116BCA-EA1-REVC.1-C731,AG-C731-LC00,AG-C731-CM00,50.GM9N7.003,NB.GM811.002,NB.GM811.001
Full Unit Repair for Acer CB3-111,60.MQNN7.034,33.MQNN7.002,33.MQNN7.003,50.MQNN7.004,60.MQNN7.031,KT.0030G.004,23.MQNN7.002,55.MQNN7.001,56.MQNN7.001,60.MQNN7.032
Full Unit Repair for Acer CB3-431,KL.14005.029,NV140FHM-N41,N140HCE-EAAREVC.2,B140HAN02.1-HW:4A/FW:1,KS.0HD06.003,60.GC2N5.004,50.GC2N5.004,60.GC2N5.003,42.GC2N5.001,6B.GC2N5.002,KE.11A0N.001,50.GC2N5.003,55.GC2N5.002,60.GC2N5.001,23.GC2N5.001
Full Unit Repair for Acer CB5-312T,6M.GHPN7.001,42.GHPN7.001,33.GHPN7.001,33.GHPN7.002,50.GHPN7.004,55.GHPN7.001,6B.GHPN7.031,60.GHPN7.002,KT.00305.003,23.GHPN7.001,56.GHPN7.001,55.GHPN7.002
Full Unit Repair for Acer CB5-132T,6M.G54N7.004,50.G55N7.005,60.G54N7.001,6B.G54N7.016,60.G54N7.002,56.G54N7.001
Full Unit Repair for Acer C771,B116XAK01.0-HW:0A/FW:1,50.GNZN7.004,50.GP6N7.001,60.GNZN7.001,33.GNZN7.002,33.GNZN7.001,23.GNZN7.002,60.GNZN7.002,6B.GNZN7.015,56.GNZN7.001,23.GNZN7.001,60.GNZN7.003,KT.00304.004,55.GNZN7.001
Full Unit Repair for Acer C910,NT156FHM-N41,N156HGE-EABREVC1,NC.21411.03Q,60.EF3N7.002,33.MUNN7.003,33.MUNN7.004,50.MUNN7.006,60.EF3N7.020,55.MUNN7.001,55.MUNN7.002,23.MUNN7.002,56.EF3N7.001,50.MUNN7.001,33.MUNN7.001
Full Unit Repair for Acer C732T,KL.11605.044,LP116WH8,60.GUKN7.002,33.GUMN7.002,33.GUMN7.001,23.GUMN7.001,50.GULN7.001,50.GULN7.001-XX,60.GUMN7.002,6B.GUKN7.001,60.GUKN7.001,KT.00304.008,AP13J4K-MODIFIEDCBL,56.GUKN7.001,50.GUKN7.004,55.GVJN7.001,23.GUKN7.001,NB.GUL11.002
Full Unit Repair for Acer C732,50.GUKN7.005,AG-C732-CL00,NB.GUK11.001
Full Unit Repair for Asus C100PA,90NL0971-R20010,90NL0971-R7A010,13NL0971AM0132,14005-01690000,13NB0971P09011,13NB0971M08011,13NB0971M07011,90NL0971-R31US0,13NL0971AM0212,13NL0971AM0222,13NL0971AM0232,13NL0971AM0312,2DW3152-000111F,90NL0970-R90010,04072-01740000,0B200-01550000,0B200-01650000,0B200-01650100,60NL0970-IO1040-210
Full Unit Repair for Asus C200MA,N116BGE-EB2REV.C1,N116BGE-EB2REV.C4,N116BGE-EB2REVC.2,B116XTN02.2-HW:1A/FW:0,N116BGE-EB2REV.C2,B116XTN02.3-HW:1A/FW:0,13NB05M1AP0601,90NB05M1-R7A000,14005-01350000,DD00C7LC010,C200-HINGECOVER,04081-00093500,C200-HINGESET,13NB05M1AP0301,90NB05M1-R31US0,90NB05M1-R7D000,13NB05M1AP0101,90NB05M1-R90010,0B200-00970000,B31N1342,0B200-00970200,90NB05M0-R10020,ASUS-C200MA-EDU-TP-CABLE,710663-001
Full Unit Repair for Asus C201PA,B116XTN02.3-HW:3A/FW:0,N116BGE-EB2REV.C3,N116BGE-EB2REV.C5,N116BGE-EB2REV.C6,90NL0912-R7B010,13NL0912AP0101,90NL0912-R7A010,13NB0912AP0101,13NL0912AP0201,13NB0911M04011,13NB0911M04021,13NB0911M03011,FB0Q1005010,13NB0911M03021,14005-01660300,DD00Q1LC110,13NB0912AP0401,90NL0912-R31US0,13NB0912AP0411,90NL0912-R7D010,13NB0912AP0311,04060-00730000,04072-01680100,04072-01680000,60NL0910-IO1000-201,90NL0910-R10010,0B200-01470000,0B200-01470200,C21N1430,14010-00440600
Full Unit Repair for Asus C202SA-YS02,B116XTN02.3-HW:3B/FW:0,N116BGE-EA2REVC.1(T&B),13NX00Y2AP0111,90NX00Y2-R7A010,13NX00Y2P02011,90NX00Y2-R7B010,14005-02020100,DD00Q3LC001,14005-02020300,14005-02020200,13NX00Y2P05011,13NX00Y2P05012,13NX00Y2P05111,13NX00Y0M04011,13NX00Y0M04021,13NX00Y0M03011,13NX00Y0M03021,13NXY00Y1AP0311,90NX00Y1-R30120,13NX00Y2AP0401,90NX00Y2-R7D010,90NX00Y0-R90010,04072-02070100,04072-02070000,90NX00Y0-R10010-NOCABLE,90NX00Y0-R10010,0C012-00110000,0B200-01990000,0B200-01990100,14010-00441300
Full Unit Repair for Asus C300MA,33WX11660BUX2,33WX11660BUX1,KL.13305.019,HB133WX1-402VER3.2,HB133WX1-402VER3.1,M133NWN1.R3-HW:1.A-FW:0.1,HB133WX1-40SVER3.2,P000628100,B133XTN01.6-HW:2A/FW:1,B133XTN01.3-HW:2A/FW:1,P000628110,HB133WX1-402VER3.0,M133NWN1-HW:4.C-FW:0.1,HB133WX1-40SVER3.0,KL.1330D.001,13NB05W1AP0101,13NB05W4AP0101,13NB05W5AP0101,13NB05W3AP0101,13NB05W6AP0101,13NB05W1AP0211,90NB05W1-R7B000,DD0C8LC010,DD00CBLC001,14005-01450400,C300-HINGESET,13NB05W1P08011,13NB05W2P08011,13NB05W1AP0301,3L0C8TCJN00,90NB05W1-R31US0,13NB05W6AP0201,90NB05W6-R31US0,13NB05W1AP0611,13NB05W1AP0601,13NB05W4AP0601,13NB05W5AP0601,13NB05W3AP0601,60NB05W0-101110,0B200-01010000,B31N3346
Full Unit Repair for Asus T100HA,90NB0748-R20011
Full Unit Repair for Asus C213SA,90NX01C0-R10021,14005-02450100,90NX01C1-R7B010,04081-00098100,90NX01C1-R7A010,13NX01C1AP0401,0B200-02440100,13NX01C0AP0201,90NX01C0-R10011,90NX01C0-R7D010,90NX01C0-R90010
Full Unit Repair for Microsoft Surface RT,MSSURFACERT-1516-FRONTASSY,MSSURFACERT-1516-FRONTASSEMBLY,MSSURFACE2-1572-FRONTASSY
Full Unit Repair for Microsoft Surface 2
Full Unit Repair for Microsoft Surface 3,MSSURFACE3-1645-FRONTASSY,X890657-008
Full Unit Repair for Microsoft Surface Pro,MSSURFACEPRO-1514-FRONTASSY
Full Unit Repair for Microsoft Surface Pro 2,MSSURFACEPRO2-1601-FRONTASSY
Full Unit Repair for Microsoft Surface Pro 3,MSSURFACEPRO3V1.1-1631-FRONTAS,WSP301-V1.1,LTL120QL01-003,MSSURFACEPRO3-BAT
Full Unit Repair for Microsoft Surface Pro 4,MSSURFACEPRO4-FRONTASSY,MSSURFACEPRO4-1724-FRONTASSY,MSURFPRO4-FRONT,X939849-005,LTL123YL01-001,X939348-002
Full Unit Repair for Toshiba CB35-A,B133XW01V.0-HW:0A/FW:1,B133XW02V.0-HW:0A/FW:1,LTN133AT27-T01,N133BGE-L41-REV.C1,B133XW03V.4-HW:0A/FW:1,A000286360,A000286350,CB35-A-HINGESET,A000286630,DD0BU9LC110,A000286460,A000286520,A000286380,A000286310,A000286580,P000590550,PA5171U-1BRS
